miRNA,mock_1,mock_2,hcmv_72h_1,hcmv_72h_2
hsa-miR-5002-3p,0.028325427,0.029514125,0,0
hsa-miR-5002-5p,0.056650854,0.36007232,0.512405399,0.229230115
hsa-miR-5003-3p,0,0,0,0
hsa-miR-5003-5p,0,0.029514125,0,0
hsa-miR-5004-3p,0.169952562,0.147570623,0.256202699,0
hsa-miR-5004-5p,0,0.029514125,0,0
hsa-miR-5006-3p,0.382393265,0.673716651,0.005228627,0.229230115
hsa-miR-5006-5p,0,0,0,0
hsa-miR-5007-3p,0,0,0,0
hsa-miR-5007-5p,0,0,0,0
hsa-miR-5008-3p,0.169952562,0.029514125,0,1.260765632
hsa-miR-5008-5p,0.028325427,0,0.256202699,0.229230115
hsa-miR-5009-3p,0,0.12789454,0,0
hsa-miR-5009-5p,0.056650854,0.059028249,0,0
hsa-miR-500a-3p,231.1825681,233.0340016,870.2518613,857.0907462
hsa-miR-500a-5p,1.199109744,1.389623365,3.330635093,3.056401533
hsa-miR-500b-3p,1.752313917,2.474267442,12.59663273,17.78617301
hsa-miR-500b-5p,1.199109744,1.389623365,3.330635093,3.056401533
hsa-miR-501-3p,77.23163723,80.95654465,689.4521395,649.8445808
hsa-miR-501-5p,0.481532259,0.597661022,3.971141842,2.063071034
hsa-miR-5010-3p,0.596500169,0.767367239,0.768608098,0.91692046
hsa-miR-5010-5p,0.580671254,0.634553678,0,0.229230115
hsa-miR-5011-3p,0,0,0,0
hsa-miR-5011-5p,0,0,0,0
hsa-miR-502-3p,210.2131224,220.173062,553.3677465,542.1917143
hsa-miR-502-5p,0.169952562,0.088542374,0,0.91692046
hsa-miR-503-3p,1.455218813,1.829875723,0.512405399,0.91692046
hsa-miR-503-5p,621.9930706,611.7282246,327.056887,319.6961767
hsa-miR-504-3p,0,0,0,0
hsa-miR-504-5p,7.09551947,7.865514195,24.7235605,25.90300299
hsa-miR-5047,0,0.059028249,0.256202699,0
hsa-miR-505-3p,119.4658113,118.936675,106.1652136,103.4973969
hsa-miR-505-5p,3.1441224,3.659751446,2.049621596,3.209221609
hsa-miR-506-3p,0.212440703,0.560768367,0.256202699,0.687690345
hsa-miR-506-5p,0,0,0,0
hsa-miR-507,0,0,0,0
hsa-miR-508-3p,0.339905124,0.088542374,0,0
hsa-miR-508-5p,0.028325427,0.088542374,0,0
hsa-miR-5087,0,0,0.256202699,0
hsa-miR-5088-3p,0,0,0,0
hsa-miR-5088-5p,0.028325427,0,0,0
hsa-miR-5089-3p,0.028325427,0,0,0.229230115
hsa-miR-5089-5p,0,0,0,0.229230115
hsa-miR-509-3-5p,0.934739092,0.737853114,0.256202699,0.91692046
hsa-miR-509-3p,0.736461103,0.435333337,0.256202699,0.687690345
hsa-miR-509-5p,0.169952562,0.118056498,0,0
hsa-miR-5090,0,0,0,0
hsa-miR-5091,0.113301708,0.029514125,0,0
hsa-miR-5092,0.028325427,0.059028249,0,0
hsa-miR-5093,0,0,0,0
hsa-miR-5094,0.736461103,0.737853114,0.512405399,1.37538069
hsa-miR-5095,0,0,0,0
hsa-miR-5096,0,0,0,0
hsa-miR-510-3p,0,0,0,0
hsa-miR-510-5p,0.169952562,0.088542374,0,0
hsa-miR-5100,0.92645605,0.927235413,2.933520909,4.391666952
hsa-miR-511-3p,0,0,0,0
hsa-miR-511-5p,0,0.029514125,0,0
hsa-miR-512-3p,0,0,0.256202699,0.45846023
hsa-miR-512-5p,0,0,0,0
hsa-miR-513a-3p,0,0,0,0
hsa-miR-513a-5p,0,0,0,0
hsa-miR-513b-3p,0,0,0,0
hsa-miR-513b-5p,0,0,0,0
hsa-miR-513c-3p,0,0,0,0
hsa-miR-513c-5p,0,0,0,0
hsa-miR-514a-3p,0.991389946,1.092022609,0.512405399,0.91692046
hsa-miR-514a-5p,0.028325427,0.147570623,0,0.229230115
hsa-miR-514b-3p,0,0,0,0
hsa-miR-514b-5p,0,0,0,0
hsa-miR-515-3p,0,0,0,0
hsa-miR-515-5p,0,0,0,0
hsa-miR-516a-3p,0,0,0,0
hsa-miR-516a-5p,0.056650854,0.147570623,0.256202699,0.91692046
hsa-miR-516b-3p,0,0,0,0
hsa-miR-516b-5p,0,0,0,0
hsa-miR-517-5p,0,0,0,0
hsa-miR-517a-3p,0,0,0,0
hsa-miR-517b-3p,0,0,0,0
hsa-miR-517c-3p,0,0,0,0
hsa-miR-5186,0,0,0,0
hsa-miR-5187-3p,0,0,0,0
hsa-miR-5187-5p,0.056650854,0.029514125,0.256202699,0
hsa-miR-5188,0.099138995,0.177084747,0.256202699,0.687690345
hsa-miR-5189-3p,0.254928843,0.295141246,0,0.91692046
hsa-miR-5189-5p,0.084976281,0,0,0
hsa-miR-518a-3p,0,0,0,0
hsa-miR-518a-5p,0,0,0,0
hsa-miR-518b,0,0,0,0
hsa-miR-518c-3p,0,0,0,0
hsa-miR-518c-5p,0,0,0,0
hsa-miR-518d-3p,0,0,0,0
hsa-miR-518d-5p,0,0,0,0
hsa-miR-518e-3p,0,0,0,0
hsa-miR-518e-5p,0,0,0,0
hsa-miR-518f-3p,0,0,0,0
hsa-miR-518f-5p,0,0,0,0
hsa-miR-5190,0,0,0,0
hsa-miR-5191,0,0.236112996,0,0
hsa-miR-5192,0,0,0,0
hsa-miR-5193,0,0.029514125,0,0
hsa-miR-5194,0,0,0,0
hsa-miR-5195-3p,0,0,0,0
hsa-miR-5195-5p,0,0,0,0
hsa-miR-5196-3p,0,0,0,0
hsa-miR-5196-5p,0,0,0,0
hsa-miR-5197-3p,0,0,0,0
hsa-miR-5197-5p,0,0,0,0
hsa-miR-519a-3p,0,0,0,0
hsa-miR-519a-5p,0,0,0,0
hsa-miR-519b-3p,0,0,0,0
hsa-miR-519b-5p,0,0,0,0
hsa-miR-519c-3p,0,0,0,0
hsa-miR-519c-5p,0,0,0,0
hsa-miR-519d-3p,0,0,0,0
hsa-miR-519d-5p,0,0,0,0
hsa-miR-519e-3p,0,0,0,0
hsa-miR-519e-5p,0,0,0,0
hsa-miR-520a-3p,0,0,0,0
hsa-miR-520a-5p,0,0,0,0
hsa-miR-520b,0,0,0,0
hsa-miR-520c-3p,0,0,0,0
hsa-miR-520c-5p,0,0,0,0
hsa-miR-520d-3p,0,0,0,0
hsa-miR-520d-5p,0,0,0,0
hsa-miR-520e,0,0,0,0
hsa-miR-520f-3p,0,0,0,0
hsa-miR-520f-5p,0,0,0,0
hsa-miR-520g-3p,0,0,0,0
hsa-miR-520g-5p,0,0,0,0
hsa-miR-520h,0,0,0.01708018,0.015282008
hsa-miR-521,0,0,0,0
hsa-miR-522-3p,0.028325427,0,0,0
hsa-miR-522-5p,0,0,0,0
hsa-miR-523-3p,0,0,0,0
hsa-miR-523-5p,0,0,0,0
hsa-miR-524-3p,0,0,0,0
hsa-miR-524-5p,0,0,0,0
hsa-miR-525-3p,0,0,0,0
hsa-miR-525-5p,0,0,0,0
hsa-miR-526a,0,0,0,0
hsa-miR-526b-3p,0,0,0,0
hsa-miR-526b-5p,0,0.118056498,0,0
hsa-miR-527,0,0,0,0
hsa-miR-532-3p,4.928624302,3.971757905,5.12405399,5.043062529
hsa-miR-532-5p,125.9513717,128.0278804,353.960042,342.7104833
hsa-miR-539-3p,121.5900712,126.1963682,195.3171955,196.7412034
hsa-miR-539-5p,0.760065625,2.00696047,2.433925645,2.750761379
hsa-miR-541-3p,2.931681697,2.877627145,9.693002131,11.46150575
hsa-miR-541-5p,0.198277989,0.354169495,1.793418896,2.063071034
hsa-miR-542-3p,77.38381283,80.04816279,58.59904743,57.13188488
hsa-miR-542-5p,10.63837673,10.37421478,4.611648591,6.647673333
hsa-miR-543,168.6637552,181.6299225,268.8420327,269.5746152
hsa-miR-544a,0.092057638,0.185447083,0.12810135,0.261977274
hsa-miR-544b,3.55766373,3.273256957,6.341016813,5.386907701
hsa-miR-545-3p,1.372128457,1.598258315,2.628018599,2.434646333
hsa-miR-545-5p,0.035406784,0,0,0
hsa-miR-548a-3p,5.898837619,7.147667136,13.20480913,13.50329113
hsa-miR-548a-5p,0,0,0,0
hsa-miR-548aa,0,0,0,0
hsa-miR-548ab,1.114133463,1.369947282,1.238313048,0.878715441
hsa-miR-548ac,0.155789849,0.295462051,0,0.343845172
hsa-miR-548ad,0,0,0,0
hsa-miR-548ae,0,0,0,0
hsa-miR-548ag,0.056650854,0.088542374,0.003327308,0.002977014
hsa-miR-548ah-3p,0,0.009838042,0,0
hsa-miR-548ah-5p,0.028325427,0.029514125,0,0
hsa-miR-548ai,0.049569497,0.19430132,0.606346389,0.569254785
hsa-miR-548aj-3p,0.014162714,0,0,0
hsa-miR-548aj-5p,0,0,0,0
hsa-miR-548ak,0.003013343,0.017268903,0,0
hsa-miR-548al,0.90414772,0.546011304,0.768608098,0.229230115
hsa-miR-548am-3p,0.012479939,0,0,0.005094003
hsa-miR-548am-5p,0,0,0,0
hsa-miR-548an,0,0,0,0
hsa-miR-548ao-3p,0.056650854,0.17909204,0.12810135,0.229230115
hsa-miR-548ao-5p,0,0,0,0
hsa-miR-548ap-3p,0,0,0,0
hsa-miR-548ap-5p,0,0.001844633,0.0854009,0.076410038
hsa-miR-548aq-3p,0,0.004216304,0,0
hsa-miR-548aq-5p,0.054865671,0.039644385,0.0854009,0.152820077
hsa-miR-548ar-3p,2.535125719,2.112719416,1.921520246,2.063071034
hsa-miR-548ar-5p,0,0,0.004417288,0
hsa-miR-548as-3p,0,0,0,0
hsa-miR-548as-5p,0,0,0,0
hsa-miR-548at-3p,0.254928843,0.177084747,0,0.687690345
hsa-miR-548at-5p,0.481532259,0.420576275,0.768608098,1.146150575
hsa-miR-548au-3p,0,0.029514125,0,0
hsa-miR-548au-5p,0,0,0,0
hsa-miR-548av-3p,0.015191287,0.007459614,0.028466967,0
hsa-miR-548av-5p,0.056650854,0.014757062,0.12810135,0
hsa-miR-548aw,0.28325427,0.265627121,0,0
hsa-miR-548ax,0,0,0,0
hsa-miR-548ay-3p,1.596609903,2.597242961,3.586837793,3.438451724
hsa-miR-548ay-5p,0,0,0,0
hsa-miR-548az-3p,0,0,0,0
hsa-miR-548az-5p,0,0,0,0
hsa-miR-548b-3p,0,0.073785311,1.024810798,0.229230115
hsa-miR-548b-5p,0.000393409,0.000843261,0.308622449,0.309838507
hsa-miR-548ba,0,0,0,0
hsa-miR-548c-3p,0,0,0,0
hsa-miR-548c-5p,0,0,0,0
hsa-miR-548d-3p,0.028325427,0.226274955,0,0.229230115
hsa-miR-548d-5p,0,0.006801081,0.012200129,0
hsa-miR-548e-3p,15.56010125,15.18501709,11.23021833,14.21226713
hsa-miR-548e-5p,0.084976281,0.029514125,0.512405399,0
hsa-miR-548f-3p,0,0.003053185,0,0
hsa-miR-548f-5p,0,0,0,0
hsa-miR-548g-3p,0,0,0,0
hsa-miR-548g-5p,0,0,0,0
hsa-miR-548h-3p,0,0,0,0
hsa-miR-548h-5p,1.993514329,2.692695388,2.391225195,0.700014545
hsa-miR-548i,0.009356748,0.002879427,0,0.050940026
hsa-miR-548j-3p,0.14538863,0.291288013,0.298903149,0.343845172
hsa-miR-548j-5p,0.28325427,0.311742941,0.768608098,1.37538069
hsa-miR-548k,32.5931247,28.92384207,49.14821785,53.15591665
hsa-miR-548l,0.481532259,0.96904709,0.512405399,1.604610805
hsa-miR-548m,0,0,0,0
hsa-miR-548n,1.161342508,1.003480235,0.256202699,1.37538069
hsa-miR-548o-3p,22.00695738,21.84940732,23.65604925,22.15891111
hsa-miR-548o-5p,0,0,0,0
hsa-miR-548p,0,0,0,0
hsa-miR-548q,0,0.02049592,0,0
hsa-miR-548s,3.900411301,4.196908513,5.12405399,3.896911954
hsa-miR-548t-3p,0,0,0,0
hsa-miR-548t-5p,0,0,0,0
hsa-miR-548u,0.057999684,0.036892656,0,0
hsa-miR-548v,0.169952562,0.206598872,0,0.229230115
hsa-miR-548w,0.245881308,0.374386594,0.165508518,0.133101357
hsa-miR-548x-3p,0,0,0,0
hsa-miR-548x-5p,0,0,0,0
hsa-miR-548y,0.047209045,0.078704332,0.149451575,0.305640153
hsa-miR-548z,0,0,0,0
hsa-miR-549a,33.48294775,33.64048026,19.43937982,18.02731118
hsa-miR-550a-3-5p,0.544803499,0.765434029,1.685025447,1.279868142
hsa-miR-550a-3p,0.878088238,0.937073455,1.537216197,2.979991494
hsa-miR-550a-5p,14.15423812,15.89440868,17.05127505,18.60584433
hsa-miR-550b-2-5p,0.038733656,0.004540635,0.0394158,0.045846023
hsa-miR-550b-3p,0,0,0,0
hsa-miR-551a,0.004720905,0.059028249,0,0.687690345
hsa-miR-551b-3p,0,0,0,0
hsa-miR-551b-5p,0,0,1.281013497,0.45846023
hsa-miR-552-3p,0,0,0.256202699,0
hsa-miR-552-5p,0,0,2.049621596,1.146150575
hsa-miR-553,0,0,0,0
hsa-miR-554,0,0,0,0
hsa-miR-555,0,0,0,0
hsa-miR-556-3p,0.490974068,0.693581927,0.256202699,0.687690345
hsa-miR-556-5p,2.605939286,3.268689295,2.690128345,8.366899195
hsa-miR-557,0,0,0,0
hsa-miR-5571-3p,0,0,0,0
hsa-miR-5571-5p,0,0,0,0
hsa-miR-5572,0,0,0,0
hsa-miR-5579-3p,0.113301708,0.105407588,0.256202699,0.229230115
hsa-miR-5579-5p,0.226603416,0.177084747,0.256202699,0
hsa-miR-558,0,0,0,0
hsa-miR-5580-3p,0,0.029514125,0,0
hsa-miR-5580-5p,0.084976281,0,0,0
hsa-miR-5581-3p,0.552345827,1.246971763,0.768608098,0.91692046
hsa-miR-5581-5p,0,0,0,0
hsa-miR-5582-3p,0.254928843,0.177084747,0.256202699,0.229230115
hsa-miR-5582-5p,0,0,0,0
hsa-miR-5583-3p,0.062315939,0,0,0
hsa-miR-5583-5p,0,0.029514125,0,0
hsa-miR-5584-3p,0,0,0,0
hsa-miR-5584-5p,0,0,0,0
hsa-miR-5585-3p,0,0,0,0
hsa-miR-5585-5p,0,0,0,0
hsa-miR-5586-3p,0,0,0,0
hsa-miR-5586-5p,0,0,0,0
hsa-miR-5587-3p,0.396555978,0.383683619,1.793418896,1.146150575
hsa-miR-5587-5p,0.206003106,0.32465537,1.088861473,1.146150575
hsa-miR-5588-3p,0.113301708,0.118056498,0,0.229230115
hsa-miR-5588-5p,0.509857686,0.398440682,0,0.229230115
hsa-miR-5589-3p,0,0,0,0
hsa-miR-5589-5p,0,0,0,0
hsa-miR-559,0,0,0,0
hsa-miR-5590-3p,0,0,0,0
hsa-miR-5590-5p,0,0,0,0
hsa-miR-5591-3p,0,0,0,0
hsa-miR-5591-5p,0,0,0,0
hsa-miR-561-3p,0.276172913,0.383683619,0,0.229230115
hsa-miR-561-5p,25.8894403,27.84260957,22.93014161,24.29839218
hsa-miR-562,0,0,0,0
hsa-miR-563,0,0,0,0
hsa-miR-564,0,0,0,0
hsa-miR-566,0,0,0,0
hsa-miR-567,0,0,0,0
hsa-miR-568,0,0,0,0
hsa-miR-5680,0,0.206598872,0.512405399,0.229230115
hsa-miR-5681a,0,0,0,0
hsa-miR-5681b,0,0,0,0
hsa-miR-5682,0,0,0,0
hsa-miR-5683,0.056650854,0,0.768608098,0.229230115
hsa-miR-5684,0,0,0,0
hsa-miR-5685,0,0,0,0
hsa-miR-5687,0,0,0,0
hsa-miR-5688,0,0,0,0
hsa-miR-5689,0,0,0,0
hsa-miR-569,0,0,0.640506749,0.45846023
hsa-miR-5690,0,0.029514125,0,0.229230115
hsa-miR-5691,0.028325427,0.029514125,0,0
hsa-miR-5692a,0,0,0,0
hsa-miR-5692b,0,0.004919021,0,0
hsa-miR-5692c,0,0.068866291,0,0
hsa-miR-5693,0,0,0,0
hsa-miR-5694,0,0,0,0
hsa-miR-5695,0,0.029514125,0,0
hsa-miR-5696,0.056650854,0.029514125,0.256202699,0.229230115
hsa-miR-5697,0.169952562,0.236112996,0.256202699,0.802305402
hsa-miR-5698,0,0,0,0
hsa-miR-5699-3p,1.557898486,1.152895491,3.971141842,1.83384092
hsa-miR-5699-5p,1.808106425,1.564248602,1.793418896,1.719225862
hsa-miR-570-3p,1.350178688,1.633114892,1.281013497,3.209221609
hsa-miR-570-5p,0.049569497,0.19430132,0.606346389,0.569254785
hsa-miR-5700,0,0,0,0
hsa-miR-5701,1.661758385,0.923183077,148.6638562,80.96365676
hsa-miR-5702,0,0,0,0
hsa-miR-5703,0,0,0,0
hsa-miR-5704,0,0,0,0
hsa-miR-5705,0,0,0,0
hsa-miR-5706,0.084976281,0.029514125,0.768608098,0.725895364
hsa-miR-5707,0,0,0,0
hsa-miR-5708,0,0,0,0
hsa-miR-571,0,0,0,0
hsa-miR-572,0,0,0,0
hsa-miR-573,0,0.177084747,1.024810798,0.343845172
hsa-miR-5739,0,0,0,0
hsa-miR-574-3p,147.2667346,146.0202433,44.98686492,40.17257764
hsa-miR-574-5p,0.028325427,0,0,0
hsa-miR-575,0,0,0,0
hsa-miR-576-3p,1.110337721,1.321752803,2.382021384,1.723286082
hsa-miR-576-5p,4.369197119,5.278390363,3.074432394,4.011527011
hsa-miR-577,0,0.059028249,9.735702581,7.564593793
hsa-miR-578,0,0,0,0
hsa-miR-5787,0,0,0,0
hsa-miR-579-3p,3.285749535,2.036474595,2.562026995,3.438451724
hsa-miR-579-5p,0.911134569,0.887531889,0.768608098,1.609019076
hsa-miR-580-3p,1.70896743,1.416677979,5.636459389,2.979991494
hsa-miR-580-5p,0,0,0,0
hsa-miR-581,0.368230551,0.162327685,0,0.229230115
hsa-miR-582-3p,2.294359589,1.888903972,1.665317547,2.406916207
hsa-miR-582-5p,5.80671254,6.186488443,6.917472886,3.438451724
hsa-miR-583,0,0,0,0
hsa-miR-584-3p,0.084976281,0.059028249,0.256202699,0
hsa-miR-584-5p,54.08708579,57.3716296,30.17640796,32.20164618
hsa-miR-585-3p,10.29629272,9.223163925,4.355445891,4.240757126
hsa-miR-585-5p,4.411685259,4.798504751,1.537216197,2.406916207
hsa-miR-586,0,0.029514125,0.256202699,0
hsa-miR-587,0,0,0,0
hsa-miR-588,0.141627135,0.029514125,1.024810798,1.37538069
hsa-miR-589-3p,0.623159395,0.457468931,1.281013497,0.229230115
hsa-miR-589-5p,244.5118246,254.6183526,295.8372571,306.7672013
hsa-miR-590-3p,40.37742413,44.50268353,37.64898669,34.91938751
hsa-miR-590-5p,0,0.236112996,0,0
hsa-miR-591,0,0,0,0
hsa-miR-592,0,0,2.562026995,1.604610805
hsa-miR-593-3p,0,0,0,0
hsa-miR-593-5p,0,0,0,0
hsa-miR-595,0,0,0,0
hsa-miR-596,0,0,0,0
hsa-miR-597-3p,0.608996681,1.151050858,0.512405399,1.604610805
hsa-miR-597-5p,0.481532259,0.482064034,0.512405399,0.229230115
hsa-miR-598-3p,4.373445933,3.650956833,4.976543345,6.380238199
hsa-miR-598-5p,0.254928843,0.32465537,0,0
hsa-miR-599,0,0,0,0
hsa-miR-600,0,0,0,0
hsa-miR-601,0,0,0,0
hsa-miR-602,0.084976281,0.059028249,0,0.229230115
hsa-miR-603,0.00134883,0.029514125,0,0
hsa-miR-604,0,0,0,0
hsa-miR-605-3p,5.24114818,5.078699742,7.301776936,7.908438965
hsa-miR-605-5p,0.708135676,0.472225993,0,0.45846023
hsa-miR-606,0,0,0,0
hsa-miR-6068,0,0,0,0
hsa-miR-6069,0,0,0,0
hsa-miR-607,0,0,0,0
hsa-miR-6070,0,0,0,0
hsa-miR-6071,0,0,0,0
hsa-miR-6072,0,0,0,0
hsa-miR-6073,0,0,0,0
hsa-miR-6074,0,0,0,0
hsa-miR-6075,0,0,0,0
hsa-miR-6076,0,0,0,0
hsa-miR-6077,0,0,0,0
hsa-miR-6078,0,0,0,0
hsa-miR-6079,0,0,0,0
hsa-miR-608,0,0,0,0
hsa-miR-6080,0,0,0,0
hsa-miR-6081,0,0,0,0
hsa-miR-6082,0,0,0,0
hsa-miR-6083,0,0,0,0
hsa-miR-6084,0,0,0,0.229230115
hsa-miR-6085,0,0,0,0
hsa-miR-6086,0,0,0,0
hsa-miR-6087,0,0,0,0
hsa-miR-6088,0,0,0,0
hsa-miR-6089,0,0,0,0
hsa-miR-609,0,0,0,0
hsa-miR-6090,0,0,0,0
hsa-miR-610,0.028325427,0.118056498,0,0
hsa-miR-611,0.028325427,0.029514125,0,0
hsa-miR-612,0,0.147570623,0.341603599,0.229230115
hsa-miR-6124,0,0,0,0
hsa-miR-6125,0,0.059028249,0,0.229230115
hsa-miR-6126,0,0,0,0
hsa-miR-6127,0,0,0,0
hsa-miR-6128,0,0,0,0
hsa-miR-6129,0,0,0,0
hsa-miR-613,0,0,0,0
hsa-miR-6130,0.012982487,0.016970622,0,0.043935772
hsa-miR-6131,0,0,0,0.076410038
hsa-miR-6132,0.113301708,0.059028249,0,0
hsa-miR-6133,0,0,0,0
hsa-miR-6134,0.001573635,0,0,0
hsa-miR-614,0,0,0,0
hsa-miR-615-3p,596.6047524,615.0067429,483.1537361,484.6410379
hsa-miR-615-5p,5.070251437,6.699706275,5.636459389,4.401218207
hsa-miR-616-3p,0.165112643,0.302519777,0,0.057307529
hsa-miR-616-5p,0.21312738,0.472225993,0.12810135,0.687690345
hsa-miR-6165,0,0,0,0
hsa-miR-617,0,0,0,0
hsa-miR-618,21.46359233,19.96384575,20.77376888,20.49699278
hsa-miR-619-3p,0.084976281,0,0,0
hsa-miR-619-5p,0,0,0,0
hsa-miR-620,0,0,0,0
hsa-miR-621,0,0,0,0
hsa-miR-622,0,0,0,0
hsa-miR-623,0,0,0,0
hsa-miR-624-3p,0.339905124,0.678824865,0.768608098,0.91692046
hsa-miR-624-5p,13.63397221,14.34386454,15.45756287,15.01457253
hsa-miR-625-3p,2.953195533,3.054504775,9.447474544,10.20074011
hsa-miR-625-5p,14.79913928,14.40371262,15.96996827,16.84841345
hsa-miR-626,0,0,0,0
hsa-miR-627-3p,2.502079387,2.577566878,2.818229694,2.979991494
hsa-miR-627-5p,0.453206832,1.446192103,0.768608098,0.687690345
hsa-miR-628-3p,19.1104912,18.89797162,19.85570921,17.87994897
hsa-miR-628-5p,7.916282438,7.299826808,12.04152688,11.26666015
hsa-miR-629-3p,0.311579697,0.206598872,0.768608098,0.229230115
hsa-miR-629-5p,22.39439733,24.38850493,41.76104002,42.22418717
hsa-miR-630,0,0,0,0
hsa-miR-631,0,0,0,0
hsa-miR-632,0,0.059028249,0,0
hsa-miR-633,0,0,0,0
hsa-miR-634,0,0,0,0
hsa-miR-635,0,0,0,0
hsa-miR-636,0.028325427,0.147570623,0.256202699,0.45846023
hsa-miR-637,0,0,0,0
hsa-miR-638,0,0,0,0
hsa-miR-639,0,0,0,0
hsa-miR-640,0,0,0,0
hsa-miR-641,7.123844897,8.123762785,19.98381056,21.77686092
hsa-miR-642a-3p,1.392666829,1.156953683,3.943512139,6.017290517
hsa-miR-642a-5p,0.028325427,0.022135593,0.256202699,0.45846023
hsa-miR-642b-3p,0,0.029514125,0,0.057307529
hsa-miR-642b-5p,0.028325427,0.022135593,0,0
hsa-miR-643,0.708135676,0.782124301,3.074432394,0.687690345
hsa-miR-644a,0,0,0,0
hsa-miR-645,0,0,0,0
hsa-miR-646,0,0,0,0
hsa-miR-647,0,0,0,0
hsa-miR-648,0,0,0,0
hsa-miR-649,0,0,0,0
hsa-miR-6499-3p,0,0,0,0
hsa-miR-6499-5p,0,0,0,0
hsa-miR-650,0,0,0,0
hsa-miR-6500-3p,0.497578569,0.476368789,0.236567542,0.263584099
hsa-miR-6500-5p,0,0,0,0
hsa-miR-6501-3p,0.028325427,0,0.256202699,0
hsa-miR-6501-5p,0,0,0.256202699,0.45846023
hsa-miR-6502-3p,0,0,0,0
hsa-miR-6502-5p,0.028325427,0,0,0
hsa-miR-6503-3p,0,0,0,0
hsa-miR-6503-5p,0,0,0,0
hsa-miR-6504-3p,0,0,0,0
hsa-miR-6504-5p,0,0,0,0
hsa-miR-6505-3p,0,0.014757062,0,0.343845172
hsa-miR-6505-5p,0.538183113,1.092022609,1.281013497,0.91692046
hsa-miR-6506-3p,0,0,0,0
hsa-miR-6506-5p,0.113301708,0,0,0
hsa-miR-6507-3p,0,0,0,0
hsa-miR-6507-5p,0.28325427,0.309898308,0.256202699,0
hsa-miR-6508-3p,0.202324479,0.32465537,0,0.687690345
hsa-miR-6508-5p,0,0.059028249,0,0
hsa-miR-6509-3p,0,0,0,0
hsa-miR-6509-5p,0.084976281,0.029514125,0.384304049,0
hsa-miR-651-3p,0,0,0,0
hsa-miR-651-5p,1.402108638,1.092022609,1.281013497,1.83384092
hsa-miR-6510-3p,0.056650854,0.029514125,0,0
hsa-miR-6510-5p,0,0,0,0
hsa-miR-6511a-3p,1.126912965,1.234732082,1.229772958,1.069740536
hsa-miR-6511a-5p,0.039064188,0.371034709,0.66443777,0.392965911
hsa-miR-6511b-3p,0.981550587,0.916646574,0.320927592,0.640802367
hsa-miR-6511b-5p,0.009766047,0.092758677,0.166109443,0.098241478
hsa-miR-6512-3p,0,0.014757062,0,0
hsa-miR-6512-5p,0.113301708,0.088542374,0,0
hsa-miR-6513-3p,0.630240751,0.32465537,1.281013497,0.91692046
hsa-miR-6513-5p,0.198277989,0.383683619,0.768608098,0.45846023
hsa-miR-6514-3p,0.481307454,0.530434405,0.341603599,0.687690345
hsa-miR-6514-5p,0.254928843,0.304979287,3.138483069,0.91692046
hsa-miR-6515-3p,0.028325427,0,0,0
hsa-miR-6515-5p,1.09052894,1.298621481,1.110211698,0.45846023
hsa-miR-6516-3p,0.991389946,0.767367239,4.184644092,7.106133563
hsa-miR-6516-5p,1.746734667,1.239593232,2.775529245,3.896911954
hsa-miR-652-3p,67.70013104,69.90961494,131.9443902,128.9801447
hsa-miR-652-5p,0.028325427,0.088542374,0.256202699,1.37538069
hsa-miR-653-3p,0,0,0.256202699,0.229230115
hsa-miR-653-5p,0,0.029514125,0.512405399,0.229230115
hsa-miR-654-3p,2397.24411,2421.647037,1274.303451,1284.845191
hsa-miR-654-5p,153.7793244,161.0329727,94.38934454,95.89459808
hsa-miR-655-3p,30.12409164,30.63566129,105.5555122,102.1602212
hsa-miR-655-5p,0.28325427,0.474909095,0.256202699,0.687690345
hsa-miR-656-3p,13.21381171,14.65474665,34.84356713,38.28142919
hsa-miR-656-5p,0.594833968,0.413197744,0.256202699,0.91692046
hsa-miR-657,0,0,0,0
hsa-miR-658,0,0,0,0
hsa-miR-659-3p,0,0.059028249,0.256202699,0
hsa-miR-659-5p,2.889193557,2.675947294,2.433925645,2.827171418
hsa-miR-660-3p,2.369894061,1.902185328,8.070385034,3.62947682
hsa-miR-660-5p,20.99858323,24.00810066,87.62132323,87.60410893
hsa-miR-661,0,0,0,0
hsa-miR-662,0,0,0,0
hsa-miR-663a,0,0,0,0
hsa-miR-663b,0,0,0,0
hsa-miR-664a-3p,6.580940879,4.943615864,3.800340043,3.667681839
hsa-miR-664a-5p,24.49677347,24.54099457,181.5353454,188.9637637
hsa-miR-664b-3p,0.113301708,0.029514125,1.537216197,2.521531264
hsa-miR-664b-5p,0.096306452,0.177084747,14.09114847,15.89328797
hsa-miR-665,11.90961688,11.45574348,7.740168221,7.55822629
hsa-miR-668-3p,11.30184538,11.45148033,12.93823632,10.08612506
hsa-miR-668-5p,0.028325427,0,1.793418896,2.750761379
hsa-miR-670-3p,0,0,0,0
hsa-miR-670-5p,0,0,0,0
hsa-miR-671-3p,134.0674138,134.3804136,92.5822005,93.86487281
hsa-miR-671-5p,9.630881234,9.884772217,19.89413962,13.46726925
hsa-miR-6715a-3p,0,0,0,0
hsa-miR-6715b-3p,0,0,0,0
hsa-miR-6715b-5p,0,0,0,0
hsa-miR-6716-3p,3.282723864,3.143254266,1.024810798,1.83384092
hsa-miR-6716-5p,0,0,0,0
hsa-miR-6717-5p,0,0,0,0
